text,label
Locate my keys,search
can you remove the exercise reminder,cancel_specific
keys!,unclear
REM.,unclear
Quickly please turn off all reminders please,cancel_all
I want to delete the daily reminder,cancel_specific
What was the Gmail password?,search
ummm,unclear
I'd like to stop the hourly reminder,cancel_specific
My neighbor's phone number is 55552890,save
I NEED TO STOP ALL ACTIVE REMINDERS FOR ME,cancel_all
I have put my camera in the cabinet,save
delete my stretch reminder,cancel_specific
deactivate sleep reminder,cancel_specific
I DON'T KNOW.,unclear
I need to i want to turn off all my reminders for me,cancel_all
Where are my wallet?,search
brother's phone number is 12344518,save
Did I return the keyboard?,search
Every 30 hr remind me to read,reminder
Be!,unclear
test,unclear
Am I supposed to call friend?,search
MEH?,unclear
Where can I find my tablet?,search
Del!,unclear
I kept my book in the counter,save
What's my ATM password?,search
Uh!,unclear
YouTube password is secret456,save
Search for my jacket,search
Password for email is pass@123,save
UMMM,unclear
turn off my lunch reminder,cancel_specific
DO.,unclear
Can you clear every reminder please,cancel_all
IDK!,unclear
JUST REMOVE ALL OF THEM IMMEDIATELY,cancel_all
I don't need the lunch reminder,cancel_specific
Search for my ID card,search
remove the reminder to stretch,cancel_specific
quickly clear all my reminders now,cancel_all
let me think!,unclear
Create a reminder to wake up,reminder
Did I note where my backpack is?,search
Search for debit card,search
3 min reminder to exercise,reminder
The iPad is in the desk,save
Please please stop all my reminders right now,cancel_all
My car keys is where?,search
Search for phone,search
I want to delete the break reminder,cancel_specific
Recall where I put my TV remote,search
do laundry at 12pm,reminder
After 1 minutes remind me to eat lunch,reminder
Remember where my book is?,search
Every 3 minutes practice yoga,reminder
Remind me to walk around after 15 hours,reminder
Can you find my backpack?,search
What??,unclear
My phone password is admin123,save
HELLO,unclear
The Instagram password is test1234,save
Don't forget flight is at 3pm,save
Find my bike keys,search
Does dad owe me money?,search
delete the workout reminder,cancel_specific
turn off my break reminder,cancel_specific
deactivate bills reminder,cancel_specific
Uh huh,unclear
Reminder at 3pm to exercise,reminder
My car keys is in the lot B,save
no need for call reminder,cancel_specific
Please clear all pending reminders please,cancel_all
i want to remove all of them right now,cancel_all
I want to delete all of them now,cancel_all
I NEED TO REMOVE EVERY REMINDER RIGHT NOW,cancel_all
REALLY??,unclear
dad's birthday is 13576505,save
Please delete all reminders for me,cancel_all
no need for study reminder,cancel_specific
really?.,unclear
delete my break reminder,cancel_specific
forget it.,unclear
Look up notebook,search
I want to cancel the evening reminder,cancel_specific
Password for garage is admin123,save
CAN YOU TURN OFF ALL ALERTS PLEASE,cancel_all
Just turn off all recurring reminders now,cancel_all
And?,unclear
can you cancel the sleep reminder,cancel_specific
Remind me to do laundry at 9am,reminder
I want to remove the meditation reminder,cancel_specific
What?,unclear
I need to find my ID card,search
CAN YOU TURN OFF ALL SCHEDULED REMINDERS IMMEDIATELY,cancel_all
Remind me to walk around,reminder
Remember that flight is at 2pm,save
yep!,unclear
can you delete the wake up reminder,cancel_specific
I don't want the walk reminder anymore,cancel_specific
I parked my credit card in kitchen,save
Please find my phone,search
Where's the phone?,search
Where is my keys?,search
My address is 00004644,save
door password is qwerty,save
JUST REMOVE ALL NOTIFICATIONS PLEASE,cancel_all
And then??,unclear
Remind me to exercise after 15 minute,reminder
I want to remove the reading reminder,cancel_specific
delete the evening reminder,cancel_specific
can you can you clear all reminders now,cancel_all
THEN?,unclear
QUICKLY STOP ALL THE REMINDERS,cancel_all
oops!,unclear
yeah?,unclear
I gave my purse to friend,save
Uhh.,unclear
I have train at 3pm,save
Please cancel all notifications right now,cancel_all
can you stop the walk reminder,cancel_specific
Did I note where my book is?,search
I parked my bike keys in rack,save
Locate my cable,search
What was the Spotify password?,search
it.,unclear
Get my cable location,search
remove my evening reminder,cancel_specific
turn off my exercise reminder,cancel_specific
HMM?,unclear
I'd like to cancel the evening reminder,cancel_specific
Don't forget interview is at 3pm,save
I want to remove all of them immediately,cancel_all
Where have I put my umbrella?,search
What is my ATM password?,search
Note that train is on Monday,save
stop reminding me about bills,cancel_specific
Can?,unclear
So?!,unclear
can you cancel all scheduled reminders,cancel_all
practice yoga in 30 minute,reminder
clear all the reminders for me,cancel_all
JUST TURN OFF EVERY SINGLE REMINDER NOW,cancel_all
ehh.,unclear
My number is 98768326,save
can you cancel the meeting reminder,cancel_specific
stop that vitamins reminder,cancel_specific
Recurring reminder every 2 mins to practice yoga,reminder
I parked my glasses in closet,save
In 1 hr remind me to take medicine,reminder
please delete dinner reminder,cancel_specific
My anniversary is 24681441,save
i want to delete all active reminders for me,cancel_all
PhonePe password is pass@123,save
My phone number is 55555479,save
remove my reminder to take medicine,cancel_specific
Don't let me forget to take vitamins,reminder
Just remove all reminders please,cancel_all
Hmm okay!,unclear
Recurring reminder every 5 hours to eat dinner,reminder
Is there any info on tablet?,search
Remind me every 5 hrs to read,reminder
stop the medicine reminder,cancel_specific
I want to cancel the lunch reminder,cancel_specific
please cancel dinner reminder,cancel_specific
I put my sunglasses in the cabinet,save
disable call reminder,cancel_specific
Find the debit card,search
practice yoga in 45 hrs,reminder
I need to delete all notifications right now,cancel_all
I don't need the bills reminder,cancel_specific
Remind me to eat breakfast every 45 mins,reminder
Tell me about sunglasses,search
Give me the Google PIN,search
turn off all of them,cancel_all
My meeting is at 10am,save
I no longer need the evening reminder,cancel_specific
please I want to cancel all reminders immediately,cancel_all
Pass,unclear
Hey?,unclear
Where did I store my tablet?,search
Ohh,unclear
Search for my purse,search
Reminder in 20 hr to eat lunch,reminder
Search for my laptop,search
colleague's address is 00001667,save
Where did I store my ID card?,search
feed the pet reminder every 2 min,reminder
JUST TURN OFF ALL SCHEDULED REMINDERS PLEASE,cancel_all
YO?,unclear
wait.,unclear
My birthday is 55551661,save
PIN for locker is 7890,save
can you can you cancel all reminders for me,cancel_all
eat dinner in 2 hour,reminder
I'd like to remove the evening reminder,cancel_specific
Look up laptop,search
Where have I put my medicine?,search
Search for wallet,search
Have I saved anything about ID card?,search
can you clear all reminders right now,cancel_all
Bbb?,unclear
KK!,unclear
Aha,unclear
Wake me at 7am,reminder
BRB.,unclear
I want to delete the sleep reminder,cancel_specific
Where did I leave my book?,search
dad's phone number is 13573528,save
Get my mouse location,search
omg?,unclear
I no longer need the hydration reminder,cancel_specific
Set alarm for 12pm to charge phone,reminder
i need to i want to stop all reminders for me,cancel_all
Can you cancel all pending reminders,cancel_all
I NEED TO CAN YOU TURN OFF ALL REMINDERS NOW,cancel_all
Get my earphones location,search
zzz.,unclear
I kept my credit card in the drawer,save
Where did I put my house keys?,search
LIKE??,unclear
I borrowed 100 from Emma,save
Show me where my car keys is,search
Reminder in 60 minutes to feed the pet,reminder
cancel the dinner reminder,cancel_specific
quickly please clear all my reminders,cancel_all
stop that morning reminder,cancel_specific
charge phone at 8am,reminder
I need to find my backpack,search
delete the reminder to call mom,cancel_specific
What is my Gmail password?,search
stop posture reminder,cancel_specific
mom's anniversary is 43219648,save
Reminder to walk around,reminder
At 5am remind me to walk around,reminder
Look for my camera,search
eat lunch after 45 min,reminder
At 7am remind me to clean room,reminder
remove the sleep reminder,cancel_specific
Please stop all my reminders immediately,cancel_all
Quickly clear all scheduled reminders immediately,cancel_all
Every 20 mins remind me to eat lunch,reminder
I left my remote on the office,save
could you I want to remove all my reminders,cancel_all
Remind me to do laundry in 15 minutes,reminder
feed the pet reminder every 1 min,reminder
Well?,unclear
turn off my hydration reminder,cancel_specific
brother's number is 13571964,save
Alert me to sleep,reminder
PLEASE PLEASE CLEAR ALL REMINDERS IMMEDIATELY,cancel_all
eat dinner at 6am,reminder
Please remove all alarms please,cancel_all
I have meeting at 2pm,save
Locate my earphones,search
Thank you!,unclear
delete that call reminder,cancel_specific
Could you just clear all my reminders immediately,cancel_all
I borrowed 500 from mom,save
I NEED TO STOP ALL SCHEDULED REMINDERS IMMEDIATELY,cancel_all
Locate my house keys,search
delete my workout reminder,cancel_specific
remove my reminder to wake up,cancel_specific
Remind me to practice yoga after 5 minute,reminder
just i want to cancel all reminders,cancel_all
Remember where my credit card is?,search
My phone is where?,search
I don't want the meeting reminder anymore,cancel_specific
Wake me up at 5pm,reminder
mhm?,unclear
COULD YOU DELETE ALL MY REMINDERS FOR ME,cancel_all
I kept my phone in the living room,save
My address is 98761434,save
Do you know where my documents is?,search
Help me find my laptop,search
Where did I place my phone?,search
Where are my credit card?,search
delete the posture reminder,cancel_specific
stretch in 15 hours,reminder
uhh,unclear
study after 20 hours,reminder
charge phone in 15 min,reminder
remove medicine reminder,cancel_specific
CANCEL ALL RECURRING REMINDERS IMMEDIATELY,cancel_all
My number is 00008600,save
sister's address is 55555355,save
My interview is at 5pm,save
Did I save camera?,search
RIGHT??,unclear
Reminder in 5 minute to meditate,reminder
PLEASE CAN YOU REMOVE ALL REMINDERS,cancel_all
Tell me where my documents is,search
Recurring reminder every 45 hr to buy groceries,reminder
eat breakfast at 6pm,reminder
skip!,unclear
PLEASE STOP ALL ACTIVE REMINDERS,cancel_all
really??,unclear
What was the WiFi password?,search
Just just delete all reminders please,cancel_all
stop that email reminder,cancel_specific
Can you clear all pending reminders immediately,cancel_all
I put my purse in the drawer,save
turn off my yoga reminder,cancel_specific
My Netflix PIN is 9876,save
The code for Google is letmein,save
My book is where?,search
Remind me every 2 minute to walk around,reminder
colleague owes me 5000,save
what's up,unclear
I put my power bank in the hook,save
Have I saved anything about wallet?,search
What is sister's address?,search
Tell me where my passport is,search
Reminder at 2pm to feed the pet,reminder
Tell me where my cable is,search
I need to delete all recurring reminders for me,cancel_all
Could you clear every single reminder for me,cancel_all
PLEASE CANCEL EVERY REMINDER,cancel_all
cancel that study reminder,cancel_specific
friend's phone number is 55557419,save
Remember that flight is at 5pm,save
Search bike keys,search
Tell me where my power bank is,search
Show me my door password,search
My deadline is on Monday,save
but??,unclear
YEAH??,unclear
la la la,unclear
I owe Tom 2000 rupees,save
could you please turn off all my reminders for me,cancel_all
Remind me to sleep at 2pm,reminder
Recurring reminder every 10 mins to call dad,reminder
Remind me to meditate at 2pm,reminder
Reminder in 10 hours to read,reminder
FINE.,unclear
stop wake up reminder,cancel_specific
Remind me to call mom every 10 hours,reminder
then??,unclear
Bbb.,unclear
The phone password is qwerty,save
Can you please stop all reminders please,cancel_all
no need for daily reminder,cancel_specific
GOOD MORNING!,unclear
could you stop everything immediately,cancel_all
The safe password is password123,save
Where is my credit card?,search
take a break reminder every 45 hours,reminder
In 20 hr remind me to practice yoga,reminder
CAN YOU I WANT TO TURN OFF ALL REMINDERS IMMEDIATELY,cancel_all
eat lunch reminder every 60 hrs,reminder
When??,unclear
Wake me at 10am,reminder
IS!,unclear
What was the Paytm password?,search
I don't need the yoga reminder,cancel_specific
doctor's phone number is 13575890,save
Remind me to take vitamins every 5 hour,reminder
can you remove all alarms please,cancel_all
delete the exercise reminder,cancel_specific
Search for my wallet,search
please delete workout reminder,cancel_specific
Every 10 hours remind me to study,reminder
The keyboard is in the table,save
eat lunch reminder every 15 min,reminder
Where is my notebook?,search
Did I put car keys somewhere?,search
HEY?,unclear
notebook is in the safe,save
Did I put keyboard somewhere?,search
Reminder in 20 minute to read,reminder
Find where I put my power bank,search
Did I return the headphones?,search
maybe.,unclear
Hmm okay,unclear
Remind me to study every 10 minute,reminder
cancel that hydration reminder,cancel_specific
Did I save jacket?,search
After 2 hr remind me to water the plants,reminder
cancel lunch reminder,cancel_specific
Ohh?,unclear
check email after 15 hour,reminder
COULD YOU TURN OFF ALL THE REMINDERS PLEASE,cancel_all
Look up keys,search
CAN YOU TURN OFF ALL PENDING REMINDERS FOR ME,cancel_all
45 hours reminder to buy groceries,reminder
PIN for YouTube is 1234,save
What's my Amazon password?,search
Remind me to charge phone at 9am,reminder
After 45 hour remind me to drink water,reminder
Remember that flight is on Monday,save
I borrowed 2000 from Sarah,save
My anniversary is 13572866,save
WHY??,unclear
The flight is on Friday,save
garage PIN is 4321,save
stop daily reminder,cancel_specific
What's ATM password?,search
What's door password?,search
Please find my documents,search
Do you have info about keys?,search
call mom after 60 minute,reminder
I borrowed the keys from John,save
My birthday is 43219964,save
John has my credit card,save
YEP?,unclear
eat lunch after 3 hours,reminder
Uh.,unclear
Facebook PIN is 2468,save
Clear all pending reminders right now,cancel_all
but?.,unclear
CAN.,unclear
Remind me to meditate in 3 hour,reminder
I want to remove all alerts please,cancel_all
Please cancel everything now,cancel_all
Where's my iPad?,search
remove the water reminder,cancel_specific
After 3 mins remind me to sleep,reminder
What is my WiFi PIN?,search
Password for Spotify is secret456,save
My documents is where?,search
Find the iPad,search
can you delete the meditation reminder,cancel_specific
remove my meeting reminder,cancel_specific
At 8am remind me to exercise,reminder
Where's the keyboard?,search
remove my yoga reminder,cancel_specific
Just stop all alerts please,cancel_all
I kept my power bank in the closet,save
RE?,unclear
why?!,unclear
My Amazon password is admin123,save
pay bills every 2 hour,reminder
Tell me where my TV remote is,search
Turn off all my reminders immediately,cancel_all
turn off the vitamins reminder,cancel_specific
Set a reminder to pay bills,reminder
Locate my tablet,search
At 6pm remind me to exercise,reminder
dad has my water bottle,save
nah,unclear
Get my bag location,search
The code for door is abc123,save
My mom's birthday is 43216837,save
Remind me,unclear
I put my documents in the lot A,save
charge phone every 45 mins,reminder
Repeat reminder to do laundry every 60 mins,reminder
office WiFi PIN is 1234,save
Remind me to clean room at 8pm,reminder
so?.,unclear
I'm tired.,unclear
PLEASE ERASE ALL REMINDERS,cancel_all
Reminder at 7am to feed the pet,reminder
DEL!,unclear
Set alarm for 7am to stand up,reminder
Repeat reminder to study every 10 min,reminder
just get rid of all reminders right now,cancel_all
turn off all scheduled reminders,cancel_all
Where did I place my keyboard?,search
Just i want to remove all my reminders for me,cancel_all
can you cancel the water reminder,cancel_specific
Remind me every 10 minute to feed the pet,reminder
My number is 12346783,save
I need to clear all alarms for me,cancel_all
I'd like to cancel the lunch reminder,cancel_specific
Where are the ID card?,search
I want to delete the study reminder,cancel_specific
Recall where I put my backpack,search
could you can you clear all reminders immediately,cancel_all
eat dinner in 5 mins,reminder
Could you delete all notifications immediately,cancel_all
remove the reminder to take medicine,cancel_specific
be!,unclear
I want to cancel the study reminder,cancel_specific
Find where I put my phone,search
Recall where I put my remote,search
I'd like to cancel the sleep reminder,cancel_specific
Reminder at 2pm to sleep,reminder
stop my daily reminder,cancel_specific
Recurring reminder every 1 minutes to check email,reminder
no,unclear
Do!,unclear
I NEED TO CANCEL EVERY SINGLE REMINDER RIGHT NOW,cancel_all
What is my WiFi password?,search
Don't forget call is next week,save
i need to remove all my reminders immediately,cancel_all
delete the call reminder,cancel_specific
So?,unclear
Just wondering?,unclear
Where did I store my keyboard?,search
I no longer need the workout reminder,cancel_specific
REM,unclear
Create a reminder to eat dinner,reminder
remove my morning reminder,cancel_specific
My deadline is tomorrow,save
Find the remote,search
sleep every 20 hrs,reminder
CAN!,unclear
Every 60 hrs eat breakfast,reminder
Mike has my keyboard,save
Can you find my jacket?,search
Can you i want to stop all reminders,cancel_all
Where did I put my backpack?,search
1 minutes reminder to wake up,reminder
CAN YOU TURN OFF ALL ALARMS IMMEDIATELY,cancel_all
YO,unclear
Password for garage is test1234,save
Set alarm for 8am to feed the pet,reminder
no more reading reminder,cancel_specific
delete my reading reminder,cancel_specific
My cable is on the counter,save
Get.,unclear
I put my iPad in the bathroom,save
Look for my power bank,search
ok.,unclear
I'd like to stop the workout reminder,cancel_specific
what?!,unclear
cancel the hourly reminder,cancel_specific
please delete hourly reminder,cancel_specific
I kept my umbrella in the closet,save
The locker password is admin123,save
when??,unclear
Where is the ID card?,search
Every 15 min remind me to go to gym,reminder
i want to can you turn off all my reminders please,cancel_all
then?.,unclear
please just turn off all reminders immediately,cancel_all
Please delete all active reminders,cancel_all
well!,unclear
Where have I put my wallet?,search
Amazon password is abc123,save
remove my reminder to eat lunch,cancel_specific
Repeat reminder to eat dinner every 15 mins,reminder
Repeat reminder to water the plants every 30 mins,reminder
Locate my ID card,search
WiFi password is test1234,save
Remind me at 7pm to exercise,reminder
I need to i want to cancel all my reminders please,cancel_all
BUT??,unclear
Look for my umbrella,search
My charger is in the wardrobe,save
can you please remove all my reminders right now,cancel_all
PIN for home WiFi is 2468,save
HUH.,unclear
Do I have TV remote?,search
Where's my medicine?,search
Where did I leave my bag?,search
I need to please clear all my reminders immediately,cancel_all
remove the evening reminder,cancel_specific
Huh?.,unclear
CAN YOU STOP ALL SCHEDULED REMINDERS IMMEDIATELY,cancel_all
I owe Mike 2000 rupees,save
My laptop password is pass@123,save
Do you know where my earphones is?,search
The power bank is in the closet,save
water the plants reminder every 3 hr,reminder
The remote is in the shelf,save
read after 5 hours,reminder
QUICKLY STOP ALL OF THEM NOW,cancel_all
Where can I find my umbrella?,search
cancel the study reminder,cancel_specific
Tell me about cable,search
could you just delete all reminders,cancel_all
sleep reminder,reminder
I put my documents in the car,save
please stop wake up reminder,cancel_specific
My colleague's number is 55552390,save
Good morning?,unclear
brb,unclear
Repeat reminder to sleep every 15 hr,reminder
Find where I put my book,search
remove wake up reminder,cancel_specific
Remind me to eat breakfast every 5 hour,reminder
and??,unclear
Show me where my backpack is,search
please cancel rent reminder,cancel_specific
Did I save debit card?,search
My phone number is 43218914,save
My iPad is in the shelf,save
QUICKLY GET RID OF ALL MY REMINDERS RIGHT NOW,cancel_all
really?!,unclear
WELL?,unclear
QUICKLY REMOVE ALL SCHEDULED REMINDERS,cancel_all
pay bills reminder every 1 minutes,reminder
WHY?!,unclear
please cancel everything now,cancel_all
eat lunch in 10 hour,reminder
I want to remove the gym reminder,cancel_specific
Remind me at 2pm to eat breakfast,reminder
Remind me at 12pm to check email,reminder
Note that interview is at 9am,save
What is brother's number?,search
Search for my credit card,search
After 30 minutes remind me to take vitamins,reminder
quickly turn off all reminders for me,cancel_all
buy groceries every 30 mins,reminder
can you turn off all alarms now,cancel_all
What was the email password?,search
and then??,unclear
I borrowed 2000 from dad,save
please remove meditation reminder,cancel_specific
The YouTube password is secret456,save
At 9am remind me to study,reminder
Reminder to sleep,reminder
PIN for locker is 0000,save
yup,unclear
Could you turn off every single reminder right now,cancel_all
Can you find my umbrella?,search
I no longer need the medicine reminder,cancel_specific
Have I saved anything about bike keys?,search
test.,unclear
ATM PIN is 2468,save
Please turn off all scheduled reminders immediately,cancel_all
Set alarm for 5am to take vitamins,reminder
Every 15 mins remind me to clean room,reminder
I want to stop the evening reminder,cancel_specific
Do you have info about passport?,search
delete hydration reminder,cancel_specific
can you can you cancel all my reminders now,cancel_all
could you delete all scheduled reminders for me,cancel_all
My phone number is 43213865,save
remove the reminder to pay bills,cancel_specific
Where did I leave my car keys?,search
I don't want the medicine reminder anymore,cancel_specific
I need to I want to clear all reminders please,cancel_all
remove that daily reminder,cancel_specific
Search for remote,search
cancel my reminder to call mom,cancel_specific
I WANT TO JUST CANCEL ALL REMINDERS FOR ME,cancel_all
Please find my power bank,search
clean room in 3 hours,reminder
deactivate yoga reminder,cancel_specific
can you stop the evening reminder,cancel_specific
Search for my keyboard,search
My doctor's number is 98768808,save
What's my Gmail password?,search
stand up at 5pm,reminder
Don't forget train is at 5pm,save
no more email reminder,cancel_specific
EHH.,unclear
could you stop all of them,cancel_all
My friend's address is 13572879,save
stop reading reminder,cancel_specific
In 20 hours remind me to stretch,reminder
Remind me to feed the pet in 30 min,reminder
uhh!,unclear
Set alarm for 5am to wake up,reminder
Where is the watch?,search
I need to I want to clear all reminders right now,cancel_all
delete my breakfast reminder,cancel_specific
My number is 98767289,save
cancel stretch reminder,cancel_specific
Yeah??,unclear
don't remind me about study anymore,cancel_specific
Did I save passport?,search
JUST DELETE ALL ALERTS IMMEDIATELY,cancel_all
Password for ATM is secret456,save
CAN YOU CLEAR ALL SCHEDULED REMINDERS IMMEDIATELY,cancel_all
cancel my meditation reminder,cancel_specific
My number is 13579063,save
ASDF?,unclear
call dad after 5 min,reminder
remove the reminder to eat lunch,cancel_specific
Remind me at 10am to read,reminder
I put my wallet in the kitchen,save
cancel evening reminder,cancel_specific
eat dinner after 2 hours,reminder
I'd like to delete the meeting reminder,cancel_specific
The power bank is in the front pocket,save
CAN YOU TURN OFF ALL ACTIVE REMINDERS PLEASE,cancel_all
Can.,unclear
At 2pm remind me to call mom,reminder
CAN YOU TURN OFF ALL ALARMS RIGHT NOW,cancel_all
Every 10 hour go to gym,reminder
Remind me to take a break after 20 hours,reminder
I SEE!,unclear
I have put my headphones in the hook,save
My WiFi PIN is 4321,save
please stop all notifications please,cancel_all
In 10 min remind me to buy groceries,reminder
Am I supposed to call colleague?,search
Nothing?,unclear
read after 15 hr,reminder
wallet!,unclear
please delete water reminder,cancel_specific
Reminder in 45 minutes to walk around,reminder
cancel daily reminder,cancel_specific
stop my gym reminder,cancel_specific
just stop every reminder immediately,cancel_all
LIKE?,unclear
What do I have saved about earphones?,search
Emma owes me 1000,save
CAN YOU DELETE ALL ALARMS FOR ME,cancel_all
I'd like to remove the email reminder,cancel_specific
Find where I put my medicine,search
oops.,unclear
Where is my keyboard?,search
cancel my meeting reminder,cancel_specific
check email every 45 minutes,reminder
Password for bank is admin123,save
remove my reminder to drink water,cancel_specific
stop reminding me about workout,cancel_specific
Search for backpack,search
Wake me at 8am,reminder
I borrowed the purse from Lisa,save
no more lunch reminder,cancel_specific
Find where I put my bag,search
delete the yoga reminder,cancel_specific
Where did I leave my sunglasses?,search
What's the PIN for Google?,search
I need to find my water bottle,search
delete the reminder to drink water,cancel_specific
The medicine is in the wardrobe,save
please stop exercise reminder,cancel_specific
Just delete all reminders right now,cancel_all
clear all alerts now,cancel_all
delete all the reminders right now,cancel_all
i need to turn off all scheduled reminders right now,cancel_all
I borrowed 1000 from John,save
SURE!,unclear
xyz!,unclear
AHH,unclear
Don't let me forget to buy groceries,reminder
i need to turn off every reminder,cancel_all
Help me find my glasses,search
Where did I put my power bank?,search
dad owes me 1000,save
Set a reminder to call mom,reminder
Remind me to meditate at 5am,reminder
can you remove the study reminder,cancel_specific
I'd like to remove the sleep reminder,cancel_specific
Where's the bag?,search
i need to please clear all my reminders immediately,cancel_all
Where's the book?,search
Remind me to attend meeting after 5 min,reminder
I'd like to remove the water reminder,cancel_specific
The code for Facebook is password123,save
Password for Amazon is test1234,save
just please remove all my reminders please,cancel_all
quickly just clear all reminders,cancel_all
Find the keyboard,search
Mhm?,unclear
I want to cancel the morning reminder,cancel_specific
colleague's address is 43215020,save
Just cancel all reminders now,cancel_all
The jacket is in the backpack,save
I'd like to stop the study reminder,cancel_specific
Del.,unclear
Where is my remote?,search
practice yoga every 1 hr,reminder
I need to find my cable,search
Show me where my earphones is,search
What was the GPay password?,search
I lent 2000 to Lisa,save
Just stop all recurring reminders please,cancel_all
Where did I place my laptop?,search
Remind me to attend meeting every 15 hour,reminder
PUT?,unclear
QUICKLY TURN OFF ALL ALARMS RIGHT NOW,cancel_all
QUICKLY REMOVE ALL MY REMINDERS RIGHT NOW,cancel_all
Remind me to water the plants,reminder
Tell me about medicine,search
Where did I place my debit card?,search
Reminder at 8am to exercise,reminder
CAN YOU REMOVE ALL SCHEDULED REMINDERS RIGHT NOW,cancel_all
I don't want the stretch reminder anymore,cancel_specific
My PhonePe password is pass@123,save
I want to i want to cancel all reminders,cancel_all
Reminder in 45 minutes to read,reminder
What's up!,unclear
Where have I put my car keys?,search
TEST!,unclear
Search keys,search
I want to can you stop all reminders please,cancel_all
stop my hourly reminder,cancel_specific
Search for my remote,search
i need to turn off everything right now,cancel_all
Mike owes me 100,save
stop gym reminder,cancel_specific
delete daily reminder,cancel_specific
hmm okay!,unclear
At 6pm remind me to study,reminder
Every 1 min remind me to drink water,reminder
Where did I put my earphones?,search
Reminder to take vitamins,reminder
Did I note where my charger is?,search
quickly just remove all my reminders right now,cancel_all
do!,unclear
Every 20 hours remind me to check email,reminder
Remind me to study,reminder
Search laptop,search
Reminder to clean room,reminder
Please find my tablet,search
charge phone after 60 minute,reminder
Remind me to clean room every 3 hours,reminder
My birthday is 12349660,save
I want to stop the email reminder,cancel_specific
Remind me at 1pm to eat breakfast,reminder
Search for cable,search
Where is the bike keys?,search
The deadline is on Monday,save
Where are my headphones?,search
GOOD MORNING.,unclear
Remind me to eat lunch at 10am,reminder
stop that call reminder,cancel_specific
can you remove all alerts please,cancel_all
I have call at 3pm,save
Where's the laptop?,search
one sec,unclear
My watch is in the garage,save
Pass!,unclear
Can you turn off all alerts please,cancel_all
In 60 mins remind me to call mom,reminder
Do you have info about mouse?,search
Remind me every 60 mins to take a break,reminder
At 2pm remind me to drink water,reminder
i need to clear all scheduled reminders right now,cancel_all
Set alarm for 7am to call dad,reminder
Set alarm for 8pm to practice yoga,reminder
eat breakfast in 60 mins,reminder
please remove all the reminders please,cancel_all
I don't know!,unclear
stop breakfast reminder,cancel_specific
stop reminding me about wake up,cancel_specific
PIN for office WiFi is 7890,save
just just cancel all my reminders for me,cancel_all
stop all the reminders right now,cancel_all
could you cancel all pending reminders,cancel_all
PUT,unclear
Recall where I put my jacket,search
Have I saved anything about camera?,search
I no longer need the water reminder,cancel_specific
Remind me every 5 minute to sleep,reminder
The ATM password is abc123,save
I forgot,unclear
I want to can you delete all reminders,cancel_all
WHEN?.,unclear
Do you have info about earphones?,search
I have put my bag in the desk,save
Remind me to feed the pet every 2 hr,reminder
The code for office WiFi is secret456,save
Reminder to pay bills,reminder
Do I have glasses?,search
Where's my mouse?,search
My safe password is password123,save
please remove stretch reminder,cancel_specific
Recurring reminder every 15 hrs to water the plants,reminder
Reminder at 5am to study,reminder
Where did I place my camera?,search
Emma has my house keys,save
Give me my PhonePe password,search
In 60 minute remind me to check email,reminder
do laundry reminder,reminder
Show me where my credit card is,search
After 2 hour remind me to feed the pet,reminder
PIN for Paytm is 1357,save
so what?!,unclear
PLEASE REMOVE ALL THE REMINDERS PLEASE,cancel_all
REMOVE ALL RECURRING REMINDERS NOW,cancel_all
deactivate rent reminder,cancel_specific
Tom owes me 2000,save
Where's my umbrella?,search
errr?,unclear
I kept my keys in the office,save
Every 3 minutes remind me to buy groceries,reminder
Locate my camera,search
Emma has my TV remote,save
remove the meditation reminder,cancel_specific
Where did I leave my bike keys?,search
Do you know where my medicine is?,search
Is there any info on car keys?,search
I don't need the email reminder,cancel_specific
i need to clear all scheduled reminders immediately,cancel_all
Where is the wallet?,search
COULD YOU TURN OFF ALL OF THEM,cancel_all
My sister's phone number is 24689286,save
i need to delete all active reminders,cancel_all
At 6pm remind me to buy groceries,reminder
quickly I want to delete all my reminders for me,cancel_all
sure.,unclear
COULD YOU CLEAR ALL SCHEDULED REMINDERS PLEASE,cancel_all
MHM.,unclear
I stored my keys in the living room,save
KK?,unclear
My brother's phone number is 43218910,save
THANK YOU!,unclear
I WANT TO PLEASE STOP ALL REMINDERS PLEASE,cancel_all
no need for gym reminder,cancel_specific
Help me find my debit card,search
Set a reminder to buy groceries,reminder
After 2 mins remind me to pay bills,reminder
Alarm at 8am,reminder
neighbor's number is 13573307,save
I parked my medicine in living room,save
QUICKLY STOP ALL ALARMS,cancel_all
Where are the bag?,search
Tell me about passport,search
My laptop PIN is 2468,save
Wow?,unclear
just i want to delete all my reminders immediately,cancel_all
QUICKLY STOP ALL NOTIFICATIONS,cancel_all
My birthday is 43217699,save
Skip!,unclear
colleague has my mouse,save
Paytm PIN is 1234,save
stop email reminder,cancel_specific
COULD YOU PLEASE CLEAR ALL MY REMINDERS,cancel_all
The credit card is in the top shelf,save
Help me find my house keys,search
Recurring reminder every 2 min to clean room,reminder
Quickly remove every reminder right now,cancel_all
PERFECT?,unclear
PLEASE ERASE ALL REMINDERS NOW,cancel_all
I need to find my purse,search
20 minute reminder to sleep,reminder
stop the reading reminder,cancel_specific
Don't let me forget to water the plants,reminder
delete that hydration reminder,cancel_specific
i need to cancel all scheduled reminders for me,cancel_all
Tell me about notebook,search
